"Date","Avg.Wind","Precipitation","Temp.Max","Temp.Min","DAILY_AQI_VALUE"
2011-12-22,1.12,0,65,44,20
2011-12-23,0.45,0,67,39,12
2011-12-24,0.22,0,71,40,17
2011-12-25,0.22,0,72,40,23
2011-12-26,0.89,0,71,42,16
2011-12-27,0.45,0,69,41,9
2011-12-28,0.67,0,76,44,11
2011-12-29,0.22,0,73,47,5
2011-12-30,0.22,0,66,46,3
2011-12-31,0.22,0,74,41,13.5
2012-01-01,0.45,0,82,46,24
2012-01-02,0.22,0,80,45,13
2012-01-03,0.67,0,79,50,10
2012-01-04,1.12,0,86,55,12
2012-01-05,1.34,0,82,55,14
2012-01-06,0,0,73,49,7
2012-01-07,1.57,0,64,49,11
2012-01-08,0.45,0,69,44,20
2012-01-09,0.67,0,74,46,15
2012-01-10,0.67,0,70,47,14
2012-01-11,0.45,0,67,47,5
2012-01-12,0.22,0,75,51,14
2012-01-13,0.89,0,76,44,18
2012-01-14,0.22,0,69,47,6
2012-01-15,0.45,0,63,46,21
2012-01-16,1.12,0,59,50,22
2012-01-17,0.89,0,59,43,24
2012-01-18,0.89,0,64,43,18
2012-01-19,0.22,0,64,42,12
2012-01-20,0.45,0,62,49,20
2012-01-21,2.68,0.68,63,49,20
2012-01-22,0.45,0,62,47,21
2012-01-23,2.24,0.62,54,47,15
2012-01-24,0.67,0,68,44,15
2012-01-25,0,0,79,48,12
2012-01-26,0.89,0,79,50,9
2012-01-27,0.67,0,78,53,14
2012-01-28,0,0,76,45,19
2012-01-29,0.89,0,77,47,29
2012-01-30,0.67,0,69,46,13
2012-01-31,1.12,0,66,50,18
2012-02-01,1.57,0,67,48,21
2012-02-02,0.89,0,67,49,21
2012-02-03,0,0,72,46,26
2012-02-04,1.12,0,72,47,31
2012-02-05,0.67,0,73,47,36
2012-02-06,0.89,0,71,48,15
2012-02-07,2.24,0.01,64,55,21
2012-02-08,0.22,0,75,49,16
2012-02-09,1.12,0,80,51,24
2012-02-10,1.12,0,71,50,17
2012-02-11,1.79,0.01,62,54,26
2012-02-12,0.67,0,63,51,26
2012-02-13,2.24,0.01,59,49,26
2012-02-14,1.34,0,61,44,21
2012-02-15,2.46,0.13,57,45,29
2012-02-16,3.36,0,69,41,29
2012-02-17,1.12,0,70,49,20
2012-02-18,1.12,0,64,48,26
2012-02-19,0.67,0,62,47,27
2012-02-20,0.67,0,62,48,24
2012-02-21,1.12,0,74,45,27
2012-02-22,0.45,0,77,49,14
2012-02-23,0.89,0,79,50,22
2012-02-24,1.12,0,72,51,21
2012-02-25,1.12,0,64,51,28
2012-02-26,2.01,0,64,50,35
2012-02-27,3.58,0,57,46,28
2012-02-28,2.24,0,58,42,25
2012-02-29,1.57,0,59,43,24
2012-03-01,1.34,0,62,49,24
2012-03-02,1.12,0,71,46,24
2012-03-03,0.67,0,76,48,33
2012-03-04,1.12,0,87,55,35
2012-03-05,0.67,0,81,52,17
2012-03-06,2.68,0,60,50,32
2012-03-07,4.03,0,63,47,33
2012-03-08,0.89,0,72,42,31
2012-03-09,1.57,0,82,47,36
2012-03-10,2.01,0,74,49,33
2012-03-11,1.79,0,65,52,31
2012-03-12,1.57,0,65,52,28
2012-03-13,1.12,0,63,51,26
2012-03-14,2.01,0,66,50,23
2012-03-15,0.89,0,64,53,19
2012-03-16,0.89,0,60,54,17
2012-03-17,3.8,0.75,56,44,33
2012-03-18,4.03,0.01,58,44,31
2012-03-19,1.57,0,60,45,29
2012-03-20,0.89,0,68,45,29
2012-03-21,1.57,0,74,49,35
2012-03-22,1.12,0,71,50,28
2012-03-23,1.12,0,66,53,20
2012-03-24,1.12,0,68,51,28
2012-03-25,4.7,0.91,58,47,31
2012-03-26,3.13,0.04,64,47,32
2012-03-27,1.12,0,65,47,30
2012-03-28,1.57,0,68,48,24
2012-03-29,1.79,0,68,54,27
2012-03-30,1.34,0,68,53,30
2012-03-31,2.24,0.04,64,50,30
2012-04-01,5.59,0,68,46,37
2012-04-02,2.24,0,79,50,35
2012-04-03,1.34,0,77,52,35.5
2012-04-04,1.34,0,72,53,36
2012-04-05,2.24,0,67,53,32
2012-04-06,1.79,0,72,49,33
2012-04-07,1.57,0,84,54,50
2012-04-08,1.57,0,81,50,49
2012-04-09,1.34,0,78,50,39
2012-04-10,1.57,0.15,70,49,30
2012-04-11,3.8,0.58,63,52,31
2012-04-12,2.24,0,65,49,31
2012-04-13,4.47,0.49,57,46,31
2012-04-14,2.01,0,62,44,35
2012-04-15,2.24,0,67,51,34
2012-04-16,1.34,0,77,50,38
2012-04-17,1.79,0,81,55,42
2012-04-18,1.12,0,76,55,29
2012-04-19,0.67,0,73,56,31
2012-04-20,1.12,0,81,56,39
2012-04-21,1.57,0,75,57,44
2012-04-22,1.57,0,69,56,43
2012-04-23,1.34,0,62,55,20
2012-04-24,2.01,0,72,54,25
2012-04-25,2.01,0.2,85,58,22
2012-04-26,2.24,0.29,68,57,26
2012-04-27,1.34,0,71,55,33
2012-04-28,1.12,0,77,54,39
2012-04-29,1.79,0,76,58,41
2012-04-30,1.79,0,69,58,36
2012-05-01,1.12,0,62,57,24
2012-05-02,0.45,0,65,58,29
2012-05-03,2.01,0,68,57,37
2012-05-04,2.01,0,69,54,39
2012-05-05,1.57,0,74,55,41
2012-05-06,1.79,0,74,59,44
2012-05-07,1.57,0,75,59,38
2012-05-08,1.12,0,71,57,33
2012-05-09,1.12,0,80,57,41
2012-05-10,2.24,0,74,59,38
2012-05-11,2.01,0,73,58,38
2012-05-12,1.79,0,71,58,44
2012-05-13,1.57,0,70,57,41
2012-05-14,1.57,0,76,55,34
2012-05-15,1.57,0,73,56,38
2012-05-16,1.12,0,81,58,43
2012-05-17,1.57,0,77,60,38
2012-05-18,1.79,0,71,58,36
2012-05-19,1.57,0,73,60,43
2012-05-20,1.57,0,76,58,46
2012-05-21,1.79,0,79,59,42
2012-05-22,1.12,0,77,59,34
2012-05-23,2.46,0,73,62,35
2012-05-24,2.91,0,73,61,36
2012-05-25,4.25,0.01,66,56,33
2012-05-26,2.91,0,67,54,32
2012-05-27,2.01,0,72,55,33
2012-05-28,2.01,0,78,57,44
2012-05-29,1.34,0,79,60,41
2012-05-30,1.57,0,74,58,30
2012-05-31,1.34,0,78,59,35
2012-06-01,1.57,0,77,60,41
2012-06-02,1.34,0,74,61,41
2012-06-03,1.79,0,74,62,37
2012-06-04,1.79,0,70,61,36
2012-06-05,2.68,0,75,59,43
2012-06-06,1.79,0,75,58,40
2012-06-07,1.57,0,80,62,45
2012-06-08,2.24,0,77,61,40
2012-06-09,1.34,0,73,61,46
2012-06-10,1.79,0,76,61,46
2012-06-11,2.46,0,74,61,43
2012-06-12,2.24,0,73,61,42
2012-06-13,2.01,0,74,62,44
2012-06-14,2.01,0,73,61,38
2012-06-15,1.57,0,73,61,36
2012-06-16,1.57,0,75,62,42
2012-06-17,2.01,0,77,60,46
2012-06-18,2.46,0,73,60,35
2012-06-19,1.57,0,74,60,38
2012-06-20,1.79,0,73,61,40
2012-06-21,1.57,0,74,61,43
2012-06-22,2.01,0,74,60,38
2012-06-23,1.79,0,74,59,34
2012-06-24,1.12,0,80,59,39
2012-06-25,2.01,0,79,58,37
2012-06-26,1.34,0,80,58,44
2012-06-27,1.79,0,82,59,43
2012-06-28,1.12,0,79,60,47
2012-06-29,1.79,0,79,60,44
2012-06-30,1.34,0,80,60,39
2012-07-01,1.57,0,77,62,39
2012-07-02,1.57,0,78,62,36
2012-07-03,2.01,0,76,63,37.3333333333333
2012-07-04,1.12,0,73,62,38.6666666666667
2012-07-05,1.12,0,74,62,40
2012-07-06,2.01,0,76,61,40
2012-07-07,1.12,0,74,58,45
2012-07-08,1.57,0,76,57,47
2012-07-09,1.12,0,82,59,47
2012-07-10,1.34,0,85,63,47
2012-07-11,1.34,0,87,62,47
2012-07-12,1.12,0.01,80,64,13
2012-07-13,0.89,0,85,65,50
2012-07-14,1.12,0,83,61,45
2012-07-15,2.24,0,79,63,44
2012-07-16,1.57,0,75,62,31
2012-07-17,1.57,0,77,62,29
2012-07-18,1.12,0,79,61,33
2012-07-19,1.57,0,92,66,44
2012-07-20,1.12,0,86,65,44
2012-07-21,1.34,0,83,64,49
2012-07-22,1.12,0,80,63,44
2012-07-23,1.34,0,77,60,36
2012-07-24,1.34,0,78,60,35
2012-07-25,1.79,0,78,60,38
2012-07-26,1.34,0,76,60,42
2012-07-27,1.57,0,77,60,42
2012-07-28,1.34,0,79,59,49
2012-07-29,2.01,0,79,60,45
2012-07-30,1.57,0,79,62,38
2012-07-31,0.67,0,82,62,37
2012-08-01,2.01,0,80,63,38
2012-08-02,1.34,0,82,61,37
2012-08-03,0.89,0,78,63,36
2012-08-04,1.57,0,79,63,44
2012-08-05,1.34,0,79,62,43
2012-08-06,1.34,0,86,65,41
2012-08-07,1.12,0,91,67,50
2012-08-08,1.12,0,89,68,54
2012-08-09,1.57,0,90,68,44
2012-08-10,1.57,0,89,67,50
2012-08-11,0.89,0,92,70,67
2012-08-12,1.34,0,92,71,51
2012-08-13,1.57,0,90,69,40
2012-08-14,1.34,0,88,68,41
2012-08-15,1.12,0,84,66,43
2012-08-16,1.12,0,89,66,47
2012-08-17,1.34,0,93,70,46
2012-08-18,1.34,0,94,71,49
2012-08-19,1.12,0,91,71,45
2012-08-20,1.12,0,90,70,37
2012-08-21,1.34,0,86,69,31
2012-08-22,1.79,0,83,66,33
2012-08-23,1.34,0,79,66,31
2012-08-24,1.57,0,82,66,38
2012-08-25,1.79,0,77,65,43.5
2012-08-26,1.79,0,79,64,49
2012-08-27,1.57,0,86,61,45
2012-08-28,1.34,0,90,67,40
2012-08-29,1.12,0,92,72,42
2012-08-30,0.89,0,90,71,44
2012-08-31,0.89,0,86,68,46
2012-09-01,1.12,0,88,63,48
2012-09-02,1.34,0,87,61,64
2012-09-03,0.89,0,85,63,64
2012-09-04,1.12,0,91,65,55.6666666666667
2012-09-05,0.89,0,84,69,47.3333333333333
2012-09-06,2.01,0,88,68,39
2012-09-07,1.79,0,84,69,32
2012-09-08,0.67,0,88,67,46
2012-09-09,1.34,0,90,69,87
2012-09-10,0.89,0,89,73,43
2012-09-11,1.12,0,80,68,31
2012-09-12,1.79,0,80,67,38
2012-09-13,0.89,0,82,67,41
2012-09-14,1.12,0,100,67,58
2012-09-15,2.01,0,103,72,112
2012-09-16,0.67,0,88,69,87
2012-09-17,0.67,0,82,65,50
2012-09-18,0.89,0,83,63,58
2012-09-19,1.12,0,83,64,43
2012-09-20,1.12,0,89,65,61
2012-09-21,0.89,0,91,67,80
2012-09-22,1.12,0,90,68,93
2012-09-23,0.89,0,94,67,97
2012-09-24,1.57,0,84,64,38
2012-09-25,0.89,0,79,61,32
2012-09-26,0.89,0,78,62,41
2012-09-27,1.12,0,80,62,41
2012-09-28,1.12,0,84,63,47
2012-09-29,0.89,0,85,64,44
2012-09-30,0.89,0,93,64,122
2012-10-01,1.34,0,95,66,74
2012-10-02,0.67,0,93,68,61
2012-10-03,0.67,0,83,63,40
2012-10-04,1.12,0,76,62,36
2012-10-05,0.67,0,77,62,41
2012-10-06,0.45,0,79,62,44
2012-10-07,0.89,0,80,63,46
2012-10-08,2.01,0,77,63,34
2012-10-09,1.57,0,76,63,31
2012-10-10,2.24,0,75,60,29
2012-10-11,1.34,0.01,75,58,25
2012-10-12,1.57,0,72,55,34
2012-10-13,0.67,0,77,57,40
2012-10-14,NA,0,92,59,48
2012-10-15,NA,0,93,65,38
2012-10-16,0.89,0,91,62,43
2012-10-17,0,0,97,64,87
2012-10-18,2.01,0,81,67,58
2012-10-19,0.89,0,79,64,29
2012-10-20,1.79,0,73,65,34
2012-10-21,1.79,0,74,64,35
2012-10-22,1.57,0,72,63,37
2012-10-23,0.22,0.01,71,60,37
2012-10-24,2.91,0,75,57,37
2012-10-25,2.68,0,85,62,23
2012-10-26,0,0,86,58,36
2012-10-27,0.45,0,91,59,47
2012-10-28,0.67,0,89,58,48
2012-10-29,0.67,0,84,57,45
2012-10-30,1.12,0,76,54,40.5
2012-10-31,0.45,0,71,57,36
2012-11-01,0.67,0,70,56,30
2012-11-02,1.12,0,71,58,32
2012-11-03,0.67,0,77,54,37
2012-11-04,0.89,0,90,54,46
2012-11-05,1.12,0,94,59,30
2012-11-06,0,0,84,58,34
2012-11-07,0.67,0,71,59,35
2012-11-08,1.12,0.01,68,59,32
2012-11-09,2.91,0,65,51,38
2012-11-10,3.58,0,64,45,36
2012-11-11,1.12,0,67,44,37
2012-11-12,0.89,0,74,43,32
2012-11-13,1.57,0,84,52,19
2012-11-14,0.89,0,80,53,19
2012-11-15,0.89,0.01,68,54,14
2012-11-16,0.89,0.03,71,56,28
2012-11-17,3.13,0.28,68,60,22
2012-11-18,0.67,0,70,57,32
2012-11-19,0.67,0,70,53,27
2012-11-20,0.89,0,72,50,26
2012-11-21,0.22,0,69,51,17
2012-11-22,0.67,0,73,53,27
2012-11-23,0.67,0,78,49,18
2012-11-24,1.12,0,86,49,31
2012-11-25,0.67,0,71,53,32
2012-11-26,0.89,0,68,53,23
2012-11-27,0.45,0,70,51,20
2012-11-28,1.12,0.03,68,56,19
2012-11-29,2.91,0.21,64,58,10
2012-11-30,1.12,0.46,66,61,18.5
2012-12-01,0.45,0.03,67,59,27
2012-12-02,0.22,0.08,66,59,26
2012-12-03,2.01,0.19,69,57,18
2012-12-04,0.89,0,68,55,13
2012-12-05,0.22,0,66,50,7
2012-12-06,0.89,0,68,54,13
2012-12-07,0.67,0,68,51,7
2012-12-08,0,0,67,50,14
2012-12-09,0.45,0,68,53,22
2012-12-10,0,0,74,49,23
2012-12-11,0.45,0,72,48,17
2012-12-12,2.01,0.04,62,55,22
2012-12-13,0,0.03,62,49,31
2012-12-14,1.79,0.08,59,43,30
2012-12-15,1.34,0,62,45,32
2012-12-16,2.46,0.04,55,52,30
2012-12-17,0.67,0,64,55,23
2012-12-18,3.58,0.43,63,54,37
2012-12-19,NA,0,63,45,28
2012-12-20,2.01,0,67,41,25
2012-12-21,1.12,0,66,44,17
2012-12-22,0.22,0,63,42,29
2012-12-23,0.45,0,65,53,33
2012-12-24,2.68,0.46,64,49,21
2012-12-25,0.67,0,62,47,23
2012-12-26,2.24,0.33,63,49,31
2012-12-27,4.7,0,63,48,34
2012-12-28,0.89,0,64,43,25
2012-12-29,2.46,0.45,53,43,29
2012-12-30,1.12,0,59,39,32
2012-12-31,0.89,0,60,39,30.5
2013-01-01,0.67,0,61,43,29
2013-01-02,0.22,0,65,40,23
2013-01-03,0,0,71,39,22
2013-01-04,1.12,0,68,43,25
2013-01-05,0.22,0,67,41,21
2013-01-06,1.12,0.12,59,46,33
2013-01-07,1.57,0,69,44,24
2013-01-08,0.45,0,73,43,13
2013-01-09,0.22,0,69,46,16
2013-01-10,3.8,0.03,59,45,37
2013-01-11,5.37,0,56,44,35
2013-01-12,1.12,0,57,39,29
2013-01-13,1.79,0,58,37,33
2013-01-14,0.89,0,58,34,23
2013-01-15,0.67,0,61,36,25
2013-01-16,0.22,0,69,38,16
2013-01-17,0.45,0,78,42,18
2013-01-18,1.34,0,79,50,24
2013-01-19,0.67,0,79,50,31
2013-01-20,1.57,0,81,48,33
2013-01-21,0.45,0,81,45,23
2013-01-22,1.34,0,81,51,19
2013-01-23,1.79,0.02,78,54,14
2013-01-24,3.36,0.79,66,55,13
2013-01-25,2.01,0.17,67,59,12
2013-01-26,0.89,0.02,68,55,20
2013-01-27,2.01,0.03,62,51,31
2013-01-28,5.14,0,61,48,35
2013-01-29,1.79,0,61,45,20
2013-01-30,2.24,0,70,45,19
2013-01-31,0.45,0,78,47,15.5
2013-02-01,0.67,0,76,50,12
2013-02-02,0.45,0,75,56,14
2013-02-03,0.89,0,77,56,28
2013-02-04,0.89,0,70,50,17
2013-02-05,0.45,0,60,54,17
2013-02-06,0.89,0,64,50,27
2013-02-07,1.12,0,61,45,26
2013-02-08,2.46,0.02,55,44,32
2013-02-09,1.57,0,59,39,27
2013-02-10,1.12,0,58,44,30
2013-02-11,0.89,0,63,43,27
2013-02-12,1.34,0,65,41,25
2013-02-13,0.67,0,69,42,18
2013-02-14,0.22,0,75,45,17
2013-02-15,0.89,0,81,47,27
2013-02-16,1.79,0,82,53,33
2013-02-17,2.01,0,70,47,34
2013-02-18,2.24,0,64,53,31
2013-02-19,2.46,0.18,57,47,27
2013-02-20,4.7,0,61,41,31
2013-02-21,2.46,0,62,46,26
2013-02-22,1.34,0,68,43,26
2013-02-23,1.12,0,64,44,28
2013-02-24,1.79,0,68,47,36
2013-02-25,0.89,0,71,44,30
2013-02-26,1.34,0,74,43,27
2013-02-27,0.67,0,76,47,28
2013-02-28,1.12,0,80,49,32
2013-03-01,1.57,0,85,50,31.5
2013-03-02,1.79,0,84,57,31
2013-03-03,0.89,0,71,54,26
2013-03-04,0.67,0,68,53,24
2013-03-05,0.89,0,65,52,25.3333333333333
2013-03-06,1.12,0.01,63,50,26.6666666666667
2013-03-07,1.57,0.02,64,53,28
2013-03-08,2.24,0.49,60,46,31
2013-03-09,0.45,0,65,46,28
2013-03-10,1.12,0,71,46,31
2013-03-11,1.12,0,77,48,27
2013-03-12,1.12,0,76,49,35
2013-03-13,0.45,0,85,50,36
2013-03-14,0.89,0,77,52,35
2013-03-15,0.67,0,77,53,27
2013-03-16,1.12,0,68,53,31
2013-03-17,1.12,0,66,53,37
2013-03-18,2.24,0,66,54,35
2013-03-19,0.89,0,67,52,31
2013-03-20,1.12,0,69,54,32
2013-03-21,2.24,0,72,55,31
2013-03-22,2.46,0,72,55,32
2013-03-23,1.79,0,72,55,44
2013-03-24,1.57,0,77,54,54
2013-03-25,0.89,0,75,52,41
2013-03-26,1.34,0,71,54,38
2013-03-27,1.12,0,71,54,31
2013-03-28,1.34,0,73,55,28
2013-03-29,0.89,0,72,56,27
2013-03-30,2.24,0,71,55,24
2013-03-31,1.57,0.02,67,54,22
2013-04-01,2.24,0,67,52,28
2013-04-02,1.79,0,71,54,31
2013-04-03,1.34,0,76,55,34
2013-04-04,1.12,0,69,56,24
2013-04-05,1.79,0,70,57,27
2013-04-06,1.79,0,71,57,31
2013-04-07,2.91,0,73,57,33
2013-04-08,4.7,0,69,57,38
2013-04-09,3.8,0,76,54,40
2013-04-10,1.12,0,80,52,38
2013-04-11,1.79,0,76,54,37
2013-04-12,1.12,0,70,56,36
2013-04-13,0.67,0,64,56,35
2013-04-14,1.12,0,65,56,32
2013-04-15,1.79,0,65,53,31
2013-04-16,4.47,0,67,50,37
2013-04-17,4.03,0,76,54,42
2013-04-18,1.12,0,78,51,42
2013-04-19,1.79,0,84,55,47
2013-04-20,1.57,0,84,56,48
2013-04-21,1.34,0,80,57,49
2013-04-22,1.79,0,72,57,38
2013-04-23,2.46,0,73,58,36
2013-04-24,1.12,0,63,58,29
2013-04-25,1.57,0,71,57,31
2013-04-26,1.79,0,74,56,29
2013-04-27,1.34,0,72,55,35
2013-04-28,1.12,0,74,58,47
2013-04-29,1.57,0,74,58,33
2013-04-30,1.34,0,68,59,32
2013-05-01,1.34,0,75,59,36
2013-05-02,1.57,0,88,55,51
2013-05-03,1.79,0,93,60,97
2013-05-04,3.8,0,74,61,48
2013-05-05,5.82,0.01,67,59,39
2013-05-06,2.01,0.69,67,57,25
2013-05-07,2.01,0.01,71,58,36
2013-05-08,2.46,0,70,59,34
2013-05-09,1.34,0,73,58,33
2013-05-10,1.79,0,75,59,33
2013-05-11,1.12,0,85,60,48
2013-05-12,2.01,0,84,59,74
2013-05-13,1.12,0,93,66,50
2013-05-14,1.57,0,76,60,30
2013-05-15,1.34,0,74,59,36
2013-05-16,1.79,0,71,60,34
2013-05-17,2.24,0,73,61,39
2013-05-18,1.34,0,74,59,40
2013-05-19,1.34,0,75,60,44
2013-05-20,1.34,0,81,62,44
2013-05-21,1.79,0,79,63,44
2013-05-22,1.79,0,75,63,39
2013-05-23,2.01,0,72,61,41
2013-05-24,2.01,0,73,59,39
2013-05-25,2.46,0,72,60,42
2013-05-26,1.79,0,73,58,40
2013-05-27,1.57,0,75,61,33
2013-05-28,1.79,0,77,62,28
2013-05-29,1.57,0,78,63,34
2013-05-30,1.34,0,80,62,40
2013-05-31,1.57,0,78,63,43
2013-06-01,1.34,0,80,63,47
2013-06-02,1.34,0,76,65,49
2013-06-03,2.01,0,75,63,38
2013-06-04,2.91,0,73,62,38
2013-06-05,2.01,0,72,61,36
2013-06-06,1.57,0,72,61,34
2013-06-07,1.12,0,71,61,36
2013-06-08,2.01,0,75,63,38
2013-06-09,1.12,0,76,62,43
2013-06-10,1.79,0,76,62,31
2013-06-11,1.34,0,80,61,31.5
2013-06-12,1.12,0,72,62,32
2013-06-13,1.57,0,76,61,38
2013-06-14,1.12,0,77,60,40
2013-06-15,2.01,0,76,63,47
2013-06-16,2.01,0,79,61,50
2013-06-17,1.12,0,76,59,41
2013-06-18,1.57,0,79,61,39
2013-06-19,1.57,0,75,60,33
2013-06-20,2.01,0,78,60,38
2013-06-21,1.12,0,81,62,39
2013-06-22,1.57,0,79,64,44
2013-06-23,1.79,0,75,64,41
2013-06-24,2.01,0,74,63,30
2013-06-25,0.67,0,74,64,20
2013-06-26,1.57,0,82,63,38
2013-06-27,1.12,0,90,66,45
2013-06-28,0.67,0,87,65,35
2013-06-29,1.12,0,90,66,61
2013-06-30,1.34,0,94,69,31
2013-07-01,0.22,0,92,67,29
2013-07-02,1.57,0,83,67,27
2013-07-03,1.12,0,83,65,27
2013-07-04,2.01,0,82,65,40
2013-07-05,0.67,0,80,64,27
2013-07-06,1.12,0,81,66,36
2013-07-07,1.57,0,77,65,40
2013-07-08,1.34,0,83,63,37
2013-07-09,0.89,0,87,64,40
2013-07-10,0.67,0,83,67,22
2013-07-11,0.22,0.04,76,68,11
2013-07-12,2.01,0,85,63,32
2013-07-13,1.34,0,81,62,42
2013-07-14,0.89,0,84,63,49
2013-07-15,1.34,0,83,64,45.6666666666667
2013-07-16,1.57,0,82,61,42.3333333333333
2013-07-17,1.12,0,85,62,39
2013-07-18,1.57,0,83,62,35.5
2013-07-19,1.12,0,80,63,32
2013-07-20,0.89,0,80,67,35
2013-07-21,0.89,0,75,66,23
2013-07-22,1.57,0.01,83,66,36
2013-07-23,2.01,0,79,64,33
2013-07-24,1.34,0,77,63,30
2013-07-25,1.34,0,79,62,29
2013-07-26,0.89,0.04,80,64,27
2013-07-27,1.34,0,79,62,42
2013-07-28,1.79,0,76,63,43
2013-07-29,1.34,0,77,63,38
2013-07-30,1.79,0,76,62,38
2013-07-31,2.24,0,73,62,38
2013-08-01,1.12,0,74,62,44
2013-08-02,1.57,0,76,62,50
2013-08-03,1.57,0,78,63,58
2013-08-04,1.34,0,76,62,50
2013-08-05,1.57,0,79,60,44
2013-08-06,1.57,0,77,61,38
2013-08-07,1.57,0,78,61,37
2013-08-08,1.34,0,79,60,31
2013-08-09,1.12,0,78,61,37.5
2013-08-10,1.12,0,77,62,44
2013-08-11,1.34,0,79,61,47
2013-08-12,1.34,0,79,62,43
2013-08-13,1.34,0,81,62,53.5
2013-08-14,1.34,0,82,65,64
2013-08-15,0.67,0,83,64,67
2013-08-16,1.34,0,85,64,55.5
2013-08-17,1.34,0,81,63,44
2013-08-18,1.34,0,80,61,48
2013-08-19,0.89,0,80,64,38
2013-08-20,1.79,0,78,62,36
2013-08-21,1.12,0,81,63,34
2013-08-22,1.12,0,85,63,39
2013-08-23,0.89,0,86,63,44
2013-08-24,1.12,0,80,61,49
2013-08-25,0.89,0,80,58,54
2013-08-26,1.12,0,89,63,45
2013-08-27,1.12,0,87,67,38
2013-08-28,1.34,0,89,65,44
2013-08-29,0.89,0,96,67,40
2013-08-30,1.12,0,95,73,36
2013-08-31,2.01,0,89,74,30
2013-09-01,1.57,0,86,70,27
2013-09-02,0.89,0,85,68,29
2013-09-03,1.12,0,92,70,31
2013-09-04,1.12,0,92,71,37
2013-09-05,0.67,0,93,71,44
2013-09-06,1.12,0,95,70,52.5
2013-09-07,1.12,0,95,69,61
2013-09-08,0.89,0,84,64,44
2013-09-09,1.12,0,77,61,33
2013-09-10,1.57,0,77,61,32
2013-09-11,1.12,0,77,61,36
2013-09-12,1.12,0,80,61,43
2013-09-13,1.12,0,82,62,42
2013-09-14,1.34,0,84,64,49
2013-09-15,1.12,0,89,64,67
2013-09-16,1.12,0,87,64,43
2013-09-17,0.67,0,80,60,34
2013-09-18,0.89,0,79,63,43
2013-09-19,1.12,0,79,61,45
2013-09-20,0,0,72,66,43
2013-09-21,1.57,0,76,63,51
2013-09-22,1.34,0,76,60,41
2013-09-23,0.89,0,91,60,51
2013-09-24,1.79,0,85,63,50
2013-09-25,2.24,0,77,62,40
2013-09-26,2.91,0,77,62,39
2013-09-27,1.57,0,83,57,43
2013-09-28,2.01,0,89,60,47
2013-09-29,0.45,0,87,57,61
2013-09-30,0.45,0,83,59,43
2013-10-01,1.12,0,82,60,41
2013-10-02,1.34,0,76,63,36
2013-10-03,1.34,0,74,62,44
2013-10-04,0.67,0,87,62,45
2013-10-05,0.67,0,91,57,49
2013-10-06,1.12,0,93,59,71
2013-10-07,1.12,0,85,60,44
2013-10-08,1.57,0,75,59,37
2013-10-09,2.01,0.04,64,55,36.5
2013-10-10,1.34,0,70,53,36
2013-10-11,1.12,0,74,53,38
2013-10-12,1.12,0,76,56,44
2013-10-13,1.34,0,72,60,42
2013-10-14,0.67,0,82,56,42
2013-10-15,1.12,0,87,57,43.5
2013-10-16,1.12,0,86,58,45
2013-10-17,1.34,0,84,57,40
2013-10-18,0.89,0,83,57,41
2013-10-19,0.67,0,84,56,46
2013-10-20,1.12,0,76,57,45
2013-10-21,0.89,0,75,56,40
2013-10-22,1.12,0,72,55,42
2013-10-23,0.67,0,69,59,43
2013-10-24,0.89,0,70,58,42
2013-10-25,0.89,0,71,57,40
2013-10-26,0.45,0,76,58,38
2013-10-27,0.45,0,73,57,46
2013-10-28,2.46,0.02,67,56,33
2013-10-29,1.34,0,68,53,31
2013-10-30,0.89,0,71,51,32
2013-10-31,1.12,0,80,53,33
2013-11-01,0.45,0,86,54,34
2013-11-02,1.34,0,84,56,41
2013-11-03,1.34,0,71,60,47
2013-11-04,0.89,0,69,57,34
2013-11-05,0.22,0,77,52,32
2013-11-06,0.89,0,82,50,30
2013-11-07,1.12,0,86,58,28
2013-11-08,0,0,79,53,23
2013-11-09,0.67,0,77,54,35
2013-11-10,1.12,0,83,52,47
2013-11-11,1.12,0,77,52,44
2013-11-12,0,0,76,56,7
2013-11-13,0.67,0,92,58,30
2013-11-14,0.67,0,91,59,26
2013-11-15,1.79,0,69,60,30
2013-11-16,1.34,0,69,57,37
2013-11-17,1.12,0,69,54,38
2013-11-18,1.12,0,68,53,34
2013-11-19,1.12,0,67,57,33
2013-11-20,0.89,0.05,65,58,19
2013-11-21,1.79,0.29,65,57,15.5
2013-11-22,0.67,0.05,67,53,12
2013-11-23,0.67,0,67,50,27
2013-11-24,0.89,0,68,48,30
2013-11-25,0.45,0,72,48,24
2013-11-26,0.67,0,76,51,19
2013-11-27,1.57,0,75,54,25
2013-11-28,0.89,0,70,51,37
2013-11-29,0.45,0.23,63,55,13
2013-11-30,0.67,0,74,51,27
2013-12-01,0.45,0,80,52,29
2013-12-02,0.67,0,74,52,14
2013-12-03,2.01,0,66,50,30
2013-12-04,1.57,0,63,48,31
2013-12-05,0.89,0,61,44,35
2013-12-06,1.12,0,60,42,30
2013-12-07,1.34,0.09,59,44,21
2013-12-08,0.45,0,57,40,28
2013-12-09,0.45,0,62,39,25
2013-12-10,1.12,0,66,39,19
2013-12-11,1.79,0,73,43,21
2013-12-12,0.22,0,69,47,14
2013-12-13,0.67,0,65,44,15
2013-12-14,0,0,74,43,22
2013-12-15,0.22,0,80,44,28
